Gene stable ID	Gene stable ID version	Gene name	Gene Synonym	Gene type	Chromosome/scaffold name
ENSGALG00000004604	ENSGALG00000004604.6			protein_coding	17
ENSGALG00000007546	ENSGALG00000007546.6			protein_coding	4
ENSGALG00000045030	ENSGALG00000045030.2			protein_coding	9
ENSGALG00000032428	ENSGALG00000032428.3			protein_coding	11
ENSGALG00000049368	ENSGALG00000049368.1			protein_coding	KZ626834.1
ENSGALG00000053872	ENSGALG00000053872.1			pseudogene	9
ENSGALG00000052593	ENSGALG00000052593.1			protein_coding	KZ626828.1
ENSGALG00000027707	ENSGALG00000027707.4	ESM1		protein_coding	Z
ENSGALG00000006104	ENSGALG00000006104.7			protein_coding	10
ENSGALG00000009628	ENSGALG00000009628.6			protein_coding	4
ENSGALG00000021301	ENSGALG00000021301.6			protein_coding	13
ENSGALG00000037464	ENSGALG00000037464.3			protein_coding	3
ENSGALG00000027526	ENSGALG00000027526.3	COL9A2		pseudogene	23
ENSGALG00000051749	ENSGALG00000051749.1			protein_coding	KZ626828.1
ENSGALG00000046790	ENSGALG00000046790.1			protein_coding	9
ENSGALG00000047421	ENSGALG00000047421.1			protein_coding	KZ626828.1
ENSGALG00000007570	ENSGALG00000007570.6			protein_coding	4
ENSGALG00000013548	ENSGALG00000013548.6	GZMA		protein_coding	Z
ENSGALG00000029152	ENSGALG00000029152.4	IMP4		protein_coding	9
ENSGALG00000054012	ENSGALG00000054012.1	gga-mir-7478		miRNA	AADN05001233.1
ENSGALG00000050515	ENSGALG00000050515.1			IG_V_gene	KZ626833.1
ENSGALG00000034487	ENSGALG00000034487.3	IMPA1		protein_coding	2
ENSGALG00000005977	ENSGALG00000005977.6	BTBD8		protein_coding	8
ENSGALG00000037361	ENSGALG00000037361.3	KLF8		protein_coding	4
ENSGALG00000051146	ENSGALG00000051146.1	TLE5		protein_coding	28
ENSGALG00000051907	ENSGALG00000051907.1			protein_coding	KZ626833.1
ENSGALG00000047441	ENSGALG00000047441.1	TRARG1		protein_coding	19
ENSGALG00000039811	ENSGALG00000039811.3	NIPA1		protein_coding	1
ENSGALG00000009341	ENSGALG00000009341.7	CRAMP1		protein_coding	14
ENSGALG00000054145	ENSGALG00000054145.1			protein_coding	10
ENSGALG00000052816	ENSGALG00000052816.1			protein_coding	KZ626833.1
ENSGALG00000006019	ENSGALG00000006019.5	EPHX4		protein_coding	8
ENSGALG00000011205	ENSGALG00000011205.6	SMOC2		protein_coding	3
ENSGALG00000040756	ENSGALG00000040756.2	PI4KA		protein_coding	15
ENSGALG00000050470	ENSGALG00000050470.1	OPN1LW		protein_coding	KZ626833.1
ENSGALG00000003238	ENSGALG00000003238.6	GNA11		protein_coding	28
ENSGALG00000006031	ENSGALG00000006031.6	BRDT		protein_coding	8
ENSGALG00000004364	ENSGALG00000004364.7	ABR		protein_coding	19
ENSGALG00000009318	ENSGALG00000009318.6	IFT140		protein_coding	14
ENSGALG00000012872	ENSGALG00000012872.6	SERPINB11		protein_coding	2
ENSGALG00000044768	ENSGALG00000044768.2			protein_coding	1
ENSGALG00000044026	ENSGALG00000044026.2			protein_coding	3
ENSGALG00000013546	ENSGALG00000013546.6			protein_coding	Z
ENSGALG00000006714	ENSGALG00000006714.7	CCDC61		protein_coding	9
ENSGALG00000011917	ENSGALG00000011917.7	PPM1A		protein_coding	5
ENSGALG00000011287	ENSGALG00000011287.6	SULT		protein_coding	3
ENSGALG00000051356	ENSGALG00000051356.1	gga-mir-726		miRNA	KZ626833.1
ENSGALG00000052369	ENSGALG00000052369.1			protein_coding	1
ENSGALG00000007606	ENSGALG00000007606.6	PGAM1		protein_coding	6
ENSGALG00000048791	ENSGALG00000048791.1			protein_coding	KZ626833.1
ENSGALG00000006119	ENSGALG00000006119.7	SAXO2		protein_coding	10
ENSGALG00000008525	ENSGALG00000008525.6	ABHD12		protein_coding	3
ENSGALG00000030245	ENSGALG00000030245.2			protein_coding	5
ENSGALG00000054095	ENSGALG00000054095.1			protein_coding	KZ626833.1
ENSGALG00000053879	ENSGALG00000053879.1			miRNA	1
ENSGALG00000012873	ENSGALG00000012873.4	SERPINB5		protein_coding	2
ENSGALG00000029917	ENSGALG00000029917.2			protein_coding	27
ENSGALG00000011921	ENSGALG00000011921.6	DHRS7		protein_coding	5
ENSGALG00000054174	ENSGALG00000054174.1			protein_coding	28
ENSGALG00000042794	ENSGALG00000042794.3	ZFAND1		protein_coding	2
ENSGALG00000032584	ENSGALG00000032584.2	ALX4		protein_coding	5
ENSGALG00000029276	ENSGALG00000029276.2	PPP1R9B		protein_coding	27
ENSGALG00000044661	ENSGALG00000044661.2			protein_coding	28
ENSGALG00000038652	ENSGALG00000038652.2			protein_coding	3
ENSGALG00000004383	ENSGALG00000004383.5	TIMM22		protein_coding	19
ENSGALG00000039239	ENSGALG00000039239.2	SERPIND1		protein_coding	15
ENSGALG00000011288	ENSGALG00000011288.5	DACT2		protein_coding	3
ENSGALG00000052105	ENSGALG00000052105.1			protein_coding	KZ626833.1
ENSGALG00000005820	ENSGALG00000005820.6	RNF130		protein_coding	13
ENSGALG00000017148	ENSGALG00000017148.7	CENPJ		protein_coding	1
ENSGALG00000026482	ENSGALG00000026482.2			misc_RNA	1
ENSGALG00000046188	ENSGALG00000046188.2	CDC20B		protein_coding	Z
ENSGALG00000013371	ENSGALG00000013371.6	S1PR4		protein_coding	28
ENSGALG00000046427	ENSGALG00000046427.2	SAMD14		protein_coding	27
ENSGALG00000011296	ENSGALG00000011296.6			protein_coding	3
ENSGALG00000006038	ENSGALG00000006038.7	TGFBR3		protein_coding	8
ENSGALG00000038217	ENSGALG00000038217.2	CD82		protein_coding	5
ENSGALG00000051392	ENSGALG00000051392.1			protein_coding	4
ENSGALG00000004400	ENSGALG00000004400.7			protein_coding	19
ENSGALG00000011299	ENSGALG00000011299.6	KIF25		protein_coding	3
ENSGALG00000013369	ENSGALG00000013369.6	NCLN		protein_coding	28
ENSGALG00000012879	ENSGALG00000012879.5	VPS4B		protein_coding	2
ENSGALG00000041331	ENSGALG00000041331.2	RRP12		protein_coding	6
ENSGALG00000051661	ENSGALG00000051661.1			protein_coding	KZ626833.1
ENSGALG00000026704	ENSGALG00000026704.4	GPX8		protein_coding	Z
ENSGALG00000046858	ENSGALG00000046858.1	MOGS		protein_coding	4
ENSGALG00000052585	ENSGALG00000052585.1			protein_coding	KZ626833.1
ENSGALG00000029678	ENSGALG00000029678.3	SNX16		protein_coding	2
ENSGALG00000033416	ENSGALG00000033416.2	HIC2		protein_coding	15
ENSGALG00000023195	ENSGALG00000023195.4	DLX6		protein_coding	2
ENSGALG00000054950	ENSGALG00000054950.1	gga-mir-449d		miRNA	Z
ENSGALG00000051983	ENSGALG00000051983.1	LETMD1		protein_coding	33
ENSGALG00000047708	ENSGALG00000047708.1			protein_coding	KZ626833.1
ENSGALG00000049426	ENSGALG00000049426.1	WBP1		protein_coding	4
ENSGALG00000005856	ENSGALG00000005856.6	TBC1D9B		protein_coding	13
ENSGALG00000016739	ENSGALG00000016739.6	HERC2		protein_coding	1
ENSGALG00000021770	ENSGALG00000021770.2	gga-mir-449a		miRNA	Z
ENSGALG00000011922	ENSGALG00000011922.6	PCNX4		protein_coding	5
ENSGALG00000032004	ENSGALG00000032004.2	CSRNP2		protein_coding	33
ENSGALG00000040646	ENSGALG00000040646.2			protein_coding	4
ENSGALG00000025221	ENSGALG00000025221.2	gga-mir-449b		miRNA	Z
ENSGALG00000051564	ENSGALG00000051564.1			protein_coding	19
ENSGALG00000047043	ENSGALG00000047043.1			pseudogene	18
ENSGALG00000025278	ENSGALG00000025278.2	gga-mir-449c		miRNA	Z
ENSGALG00000050569	ENSGALG00000050569.1			protein_coding	KZ626833.1
ENSGALG00000045414	ENSGALG00000045414.2			protein_coding	1
ENSGALG00000012005	ENSGALG00000012005.7			protein_coding	5
ENSGALG00000044644	ENSGALG00000044644.2			protein_coding	KZ626833.1
ENSGALG00000028595	ENSGALG00000028595.3	CCNO		protein_coding	Z
ENSGALG00000048491	ENSGALG00000048491.1			protein_coding	KZ626833.1
ENSGALG00000004573	ENSGALG00000004573.7	LRRC8A		protein_coding	17
ENSGALG00000033589	ENSGALG00000033589.2	SYN3		protein_coding	1
ENSGALG00000032011	ENSGALG00000032011.2			pseudogene	KZ626833.1
ENSGALG00000040005	ENSGALG00000040005.2	PPP2R5D		protein_coding	3
ENSGALG00000054891	ENSGALG00000054891.1	RTKN		protein_coding	4
ENSGALG00000015620	ENSGALG00000015620.6	XRCC4		protein_coding	Z
ENSGALG00000053284	ENSGALG00000053284.1			protein_coding	KZ626833.1
ENSGALG00000031071	ENSGALG00000031071.2			protein_coding	9
ENSGALG00000011329	ENSGALG00000011329.6	AFDN		protein_coding	3
ENSGALG00000009129	ENSGALG00000009129.6	DLX5		protein_coding	2
ENSGALG00000054913	ENSGALG00000054913.1			protein_coding	4
ENSGALG00000055067	ENSGALG00000055067.1			protein_coding	1
ENSGALG00000026724	ENSGALG00000026724.2	gga-mir-6604		miRNA	6
ENSGALG00000040291	ENSGALG00000040291.2			protein_coding	4
ENSGALG00000043394	ENSGALG00000043394.3	NUP188		protein_coding	17
ENSGALG00000026507	ENSGALG00000026507.2	FDX1		protein_coding	1
ENSGALG00000029047	ENSGALG00000029047.3	TMEM204		protein_coding	14
ENSGALG00000027620	ENSGALG00000027620.4			protein_coding	2
ENSGALG00000048818	ENSGALG00000048818.1			protein_coding	KZ626833.1
ENSGALG00000006704	ENSGALG00000006704.6	VPS8		protein_coding	9
ENSGALG00000003174	ENSGALG00000003174.4	RIMS3		protein_coding	23
ENSGALG00000025396	ENSGALG00000025396.2	gga-mir-1756a		miRNA	Z
ENSGALG00000006152	ENSGALG00000006152.6			protein_coding	20
ENSGALG00000023686	ENSGALG00000023686.4	ZSWIM7		protein_coding	19
ENSGALG00000049628	ENSGALG00000049628.1			protein_coding	2
ENSGALG00000011805	ENSGALG00000011805.6			protein_coding	4
ENSGALG00000014069	ENSGALG00000014069.6	TP53I11		protein_coding	5
ENSGALG00000017153	ENSGALG00000017153.6	RDX		protein_coding	1
ENSGALG00000025609	ENSGALG00000025609.2	U1		snRNA	2
ENSGALG00000026972	ENSGALG00000026972.2	gga-mir-6698		miRNA	2
ENSGALG00000031570	ENSGALG00000031570.3	WDR54		protein_coding	4
ENSGALG00000027332	ENSGALG00000027332.4	TMEM167A		protein_coding	Z
ENSGALG00000046502	ENSGALG00000046502.2			protein_coding	KZ626833.1
ENSGALG00000004489	ENSGALG00000004489.6			protein_coding	11
ENSGALG00000014700	ENSGALG00000014700.5	DHX29		protein_coding	Z
ENSGALG00000009737	ENSGALG00000009737.7	TAC1		protein_coding	2
ENSGALG00000053306	ENSGALG00000053306.1			protein_coding	2
ENSGALG00000015025	ENSGALG00000015025.6	VANGL1		protein_coding	1
ENSGALG00000029485	ENSGALG00000029485.2			protein_coding	20
ENSGALG00000008053	ENSGALG00000008053.6	PRDM11		protein_coding	5
ENSGALG00000011341	ENSGALG00000011341.7	UNC93A		protein_coding	3
ENSGALG00000023122	ENSGALG00000023122.4	SULT1B		protein_coding	4
ENSGALG00000036938	ENSGALG00000036938.2	RALYL		protein_coding	2
ENSGALG00000014709	ENSGALG00000014709.6	SKIV2L2		protein_coding	Z
ENSGALG00000047879	ENSGALG00000047879.1			protein_coding	5
ENSGALG00000003189	ENSGALG00000003189.7	NFYC		protein_coding	23
ENSGALG00000015038	ENSGALG00000015038.7	CHD1L		protein_coding	1
ENSGALG00000050049	ENSGALG00000050049.1	C3orf70		protein_coding	9
ENSGALG00000012569	ENSGALG00000012569.6	FBXO7		protein_coding	1
ENSGALG00000027147	ENSGALG00000027147.3			protein_coding	28
ENSGALG00000053254	ENSGALG00000053254.1	EHHADH		protein_coding	9
ENSGALG00000015059	ENSGALG00000015059.5			protein_coding	1
ENSGALG00000004494	ENSGALG00000004494.7	CCNE1		protein_coding	11
ENSGALG00000006051	ENSGALG00000006051.6	CDC7		protein_coding	8
ENSGALG00000012886	ENSGALG00000012886.7			protein_coding	2
ENSGALG00000043072	ENSGALG00000043072.2	POU6F1		protein_coding	33
ENSGALG00000036739	ENSGALG00000036739.2	UBE2L3		protein_coding	15
ENSGALG00000050967	ENSGALG00000050967.1	CHIR-AB1		protein_coding	KZ626833.1
ENSGALG00000025426	ENSGALG00000025426.2			miRNA	1
ENSGALG00000012888	ENSGALG00000012888.6	PHLPP1		protein_coding	2
ENSGALG00000042871	ENSGALG00000042871.2	SLIT1		pseudogene	6
ENSGALG00000032984	ENSGALG00000032984.3	MEX3B		protein_coding	10
ENSGALG00000026716	ENSGALG00000026716.3	CELF5		protein_coding	28
ENSGALG00000049378	ENSGALG00000049378.1			protein_coding	33
ENSGALG00000004416	ENSGALG00000004416.6	TTC19		protein_coding	19
ENSGALG00000017154	ENSGALG00000017154.6	ZC3H12C		protein_coding	1
ENSGALG00000006655	ENSGALG00000006655.6	MAP3K13		protein_coding	9
ENSGALG00000012889	ENSGALG00000012889.8	ZCCHC2		protein_coding	2
ENSGALG00000037220	ENSGALG00000037220.2	ASTL		protein_coding	5
ENSGALG00000009748	ENSGALG00000009748.7	ASNS		protein_coding	2
ENSGALG00000053575	ENSGALG00000053575.1	DAZAP2		protein_coding	33
ENSGALG00000050366	ENSGALG00000050366.1	gga-mir-12243		miRNA	20
ENSGALG00000019894	ENSGALG00000019894.6	TMEM14A		protein_coding	3
ENSGALG00000035476	ENSGALG00000035476.2	MRNIP		protein_coding	13
ENSGALG00000029198	ENSGALG00000029198.2	YDJC		protein_coding	15
ENSGALG00000017155	ENSGALG00000017155.7	C11orf87		protein_coding	1
ENSGALG00000006376	ENSGALG00000006376.6	TMC3		protein_coding	10
ENSGALG00000006182	ENSGALG00000006182.7	NSFL1C		protein_coding	20
ENSGALG00000045642	ENSGALG00000045642.2	TNFRSF11A		protein_coding	2
ENSGALG00000033894	ENSGALG00000033894.2	MEA1		protein_coding	3
ENSGALG00000039311	ENSGALG00000039311.2	SMAGP		protein_coding	33
ENSGALG00000031982	ENSGALG00000031982.3	SDF2L1		protein_coding	15
ENSGALG00000039479	ENSGALG00000039479.2	BPIFC		protein_coding	1
ENSGALG00000047508	ENSGALG00000047508.1			protein_coding	KZ626833.1
ENSGALG00000017156	ENSGALG00000017156.6	DDX10		protein_coding	1
ENSGALG00000049616	ENSGALG00000049616.1	TTLL2		protein_coding	3
ENSGALG00000015073	ENSGALG00000015073.6	TMEM39A		protein_coding	1
ENSGALG00000004477	ENSGALG00000004477.6			protein_coding	19
ENSGALG00000016329	ENSGALG00000016329.7	AGPAT5		protein_coding	3
ENSGALG00000049260	ENSGALG00000049260.1			protein_coding	3
ENSGALG00000037929	ENSGALG00000037929.2	BIN2		protein_coding	33
ENSGALG00000030434	ENSGALG00000030434.2	gga-mir-130b		miRNA	15
ENSGALG00000006649	ENSGALG00000006649.5	TMEM41A		protein_coding	9
ENSGALG00000006091	ENSGALG00000006091.6			protein_coding	8
ENSGALG00000033526	ENSGALG00000033526.2	gga-mir-454		miRNA	15
ENSGALG00000008536	ENSGALG00000008536.6	KLHDC3		protein_coding	3
ENSGALG00000012898	ENSGALG00000012898.6	RELCH		protein_coding	2
ENSGALG00000035804	ENSGALG00000035804.3	SQSTM1		protein_coding	13
ENSGALG00000011418	ENSGALG00000011418.6	CCR6		protein_coding	3
ENSGALG00000015618	ENSGALG00000015618.6			protein_coding	Z
ENSGALG00000029989	ENSGALG00000029989.2	gga-mir-301a		miRNA	15
ENSGALG00000032820	ENSGALG00000032820.2			protein_coding	KZ626833.1
ENSGALG00000009297	ENSGALG00000009297.6	TELO2		protein_coding	14
ENSGALG00000025330	ENSGALG00000025330.2	gga-mir-1783		miRNA	12
ENSGALG00000033082	ENSGALG00000033082.2			miRNA	15
ENSGALG00000016332	ENSGALG00000016332.7	MCPH1		protein_coding	3
ENSGALG00000041226	ENSGALG00000041226.3	RRAGB		protein_coding	4
ENSGALG00000036443	ENSGALG00000036443.3	FUT8		protein_coding	5
ENSGALG00000049273	ENSGALG00000049273.1	MICOS13		protein_coding	28
ENSGALG00000004506	ENSGALG00000004506.6	URI1		protein_coding	11
ENSGALG00000011423	ENSGALG00000011423.6	CEP43		protein_coding	3
ENSGALG00000012611	ENSGALG00000012611.6	RTCB		protein_coding	1
ENSGALG00000015617	ENSGALG00000015617.7	RPS23		protein_coding	Z
ENSGALG00000003148	ENSGALG00000003148.6	SPAG16		protein_coding	7
ENSGALG00000030051	ENSGALG00000030051.3	TOP3B		protein_coding	15
ENSGALG00000054775	ENSGALG00000054775.1			protein_coding	2
ENSGALG00000015069	ENSGALG00000015069.7	B4GALT4		protein_coding	1
ENSGALG00000052862	ENSGALG00000052862.1			miRNA	2
ENSGALG00000048752	ENSGALG00000048752.1			protein_coding	KZ626833.1
ENSGALG00000050568	ENSGALG00000050568.1			protein_coding	8
ENSGALG00000035602	ENSGALG00000035602.2	ZNF536		protein_coding	11
ENSGALG00000013365	ENSGALG00000013365.6			protein_coding	28
ENSGALG00000041612	ENSGALG00000041612.2			protein_coding	2
ENSGALG00000047597	ENSGALG00000047597.1			protein_coding	KZ626833.1
ENSGALG00000038601	ENSGALG00000038601.3	LIPH		protein_coding	9
ENSGALG00000011812	ENSGALG00000011812.5			protein_coding	4
ENSGALG00000047847	ENSGALG00000047847.1			protein_coding	13
ENSGALG00000014711	ENSGALG00000014711.6	PLPP1		protein_coding	Z
ENSGALG00000051539	ENSGALG00000051539.1			miRNA	2
ENSGALG00000027714	ENSGALG00000027714.4	ATG10		protein_coding	Z
ENSGALG00000019304	ENSGALG00000019304.4			pseudogene	1
ENSGALG00000028512	ENSGALG00000028512.3	LCOR		protein_coding	6
ENSGALG00000022891	ENSGALG00000022891.5			protein_coding	1
ENSGALG00000025274	ENSGALG00000025274.2	gga-mir-1789		miRNA	11
ENSGALG00000049713	ENSGALG00000049713.1			protein_coding	7
ENSGALG00000001948	ENSGALG00000001948.6			protein_coding	28
ENSGALG00000011426	ENSGALG00000011426.5	RNASET2		protein_coding	3
ENSGALG00000025360	ENSGALG00000025360.2	gga-mir-1791		miRNA	11
ENSGALG00000012619	ENSGALG00000012619.6	PRDM4		protein_coding	1
ENSGALG00000003472	ENSGALG00000003472.7	VWC2L		protein_coding	7
ENSGALG00000025550	ENSGALG00000025550.2	gga-mir-1774		miRNA	28
ENSGALG00000005924	ENSGALG00000005924.7			protein_coding	13
ENSGALG00000039499	ENSGALG00000039499.2	LRRCC1		protein_coding	2
ENSGALG00000017158	ENSGALG00000017158.7	POGLUT3		protein_coding	1
ENSGALG00000004528	ENSGALG00000004528.6	TSHZ3		protein_coding	11
ENSGALG00000054577	ENSGALG00000054577.1			protein_coding	28
ENSGALG00000052725	ENSGALG00000052725.1			protein_coding	19
ENSGALG00000020742	ENSGALG00000020742.5	PPRC1		protein_coding	6
ENSGALG00000021193	ENSGALG00000021193.5	STARD5		protein_coding	10
ENSGALG00000004532	ENSGALG00000004532.7	ZNF507		protein_coding	11
ENSGALG00000012631	ENSGALG00000012631.5	PWP1		protein_coding	1
ENSGALG00000052504	ENSGALG00000052504.1			protein_coding	KZ626833.1
ENSGALG00000038915	ENSGALG00000038915.2	E2F5		protein_coding	2
ENSGALG00000050638	ENSGALG00000050638.1			protein_coding	KZ626833.1
ENSGALG00000003484	ENSGALG00000003484.6	BARD1		protein_coding	7
ENSGALG00000004559	ENSGALG00000004559.7	DPY19L3		protein_coding	11
ENSGALG00000033664	ENSGALG00000033664.2	MOV10L1		protein_coding	1
ENSGALG00000046865	ENSGALG00000046865.1			protein_coding	KZ626833.1
ENSGALG00000015075	ENSGALG00000015075.6	B3GAT1L		protein_coding	1
ENSGALG00000007641	ENSGALG00000007641.6	LDB1		protein_coding	6
ENSGALG00000006632	ENSGALG00000006632.5	CEP63		protein_coding	9
ENSGALG00000051727	ENSGALG00000051727.1			protein_coding	14
ENSGALG00000044984	ENSGALG00000044984.2			protein_coding	KZ626833.1
ENSGALG00000017159	ENSGALG00000017159.7	ATM		protein_coding	1
ENSGALG00000053152	ENSGALG00000053152.1	FSD1		protein_coding	28
ENSGALG00000011823	ENSGALG00000011823.6	FAT4		protein_coding	4
ENSGALG00000004492	ENSGALG00000004492.6	PIGL		protein_coding	19
ENSGALG00000045846	ENSGALG00000045846.2	PDK2		protein_coding	27
ENSGALG00000028666	ENSGALG00000028666.4			protein_coding	5
ENSGALG00000011473	ENSGALG00000011473.6	RPS6KA2		protein_coding	3
ENSGALG00000034253	ENSGALG00000034253.3	ZNF644		protein_coding	8
ENSGALG00000012903	ENSGALG00000012903.7	PIGN		protein_coding	2
ENSGALG00000009288	ENSGALG00000009288.7	RNPS1		protein_coding	14
ENSGALG00000021275	ENSGALG00000021275.4	LTC4S		protein_coding	13
ENSGALG00000047192	ENSGALG00000047192.1			protein_coding	KZ626833.1
ENSGALG00000041101	ENSGALG00000041101.2	GALNT6		protein_coding	33
ENSGALG00000014712	ENSGALG00000014712.6	SLC38A9		protein_coding	Z
ENSGALG00000041520	ENSGALG00000041520.2	YJU2		protein_coding	28
ENSGALG00000015077	ENSGALG00000015077.7	ARHGAP31		protein_coding	1
ENSGALG00000004503	ENSGALG00000004503.6			protein_coding	19
ENSGALG00000030446	ENSGALG00000030446.2	gga-mir-6593		miRNA	28
ENSGALG00000029044	ENSGALG00000029044.2			misc_RNA	4
ENSGALG00000008080	ENSGALG00000008080.6	C1QTNF4		protein_coding	5
ENSGALG00000003553	ENSGALG00000003553.6	ABCA12		protein_coding	7
ENSGALG00000055049	ENSGALG00000055049.1			pseudogene	KZ626833.1
ENSGALG00000045671	ENSGALG00000045671.2			protein_coding	14
ENSGALG00000028347	ENSGALG00000028347.3	SDCBP2		protein_coding	20
ENSGALG00000005929	ENSGALG00000005929.7			pseudogene	13
ENSGALG00000032702	ENSGALG00000032702.3	ITGA3		protein_coding	27
ENSGALG00000026358	ENSGALG00000026358.2	gga-mir-3539		miRNA	1
ENSGALG00000049995	ENSGALG00000049995.1			protein_coding	11
ENSGALG00000034749	ENSGALG00000034749.2			miRNA	9
ENSGALG00000023089	ENSGALG00000023089.5	SSBP2		protein_coding	Z
ENSGALG00000004509	ENSGALG00000004509.6			protein_coding	19
ENSGALG00000051142	ENSGALG00000051142.1	FAM180B		protein_coding	5
ENSGALG00000011831	ENSGALG00000011831.6	ANKRD50		protein_coding	4
ENSGALG00000041181	ENSGALG00000041181.2			protein_coding	14
ENSGALG00000000003	ENSGALG00000000003.5	PANX2		protein_coding	1
ENSGALG00000037274	ENSGALG00000037274.2	SNPH		protein_coding	20
ENSGALG00000051461	ENSGALG00000051461.1			protein_coding	KZ626833.1
ENSGALG00000044975	ENSGALG00000044975.2	KY		protein_coding	9
ENSGALG00000046934	ENSGALG00000046934.1			miRNA	3
ENSGALG00000041074	ENSGALG00000041074.2			protein_coding	3
ENSGALG00000052650	ENSGALG00000052650.1	RBIS		protein_coding	2
ENSGALG00000042067	ENSGALG00000042067.2	SPRY1		protein_coding	4
ENSGALG00000014713	ENSGALG00000014713.7	DDX4		protein_coding	Z
ENSGALG00000051695	ENSGALG00000051695.1			protein_coding	3
ENSGALG00000008089	ENSGALG00000008089.7	KBTBD4		protein_coding	5
ENSGALG00000015079	ENSGALG00000015079.6	UPK1B		protein_coding	1
ENSGALG00000054288	ENSGALG00000054288.1	gga-mir-7478		miRNA	AADN05001308.1
ENSGALG00000032148	ENSGALG00000032148.2	CANX		protein_coding	13
ENSGALG00000032797	ENSGALG00000032797.2	gga-mir-6634		miRNA	3
ENSGALG00000029462	ENSGALG00000029462.2			protein_coding	4
ENSGALG00000046766	ENSGALG00000046766.1			protein_coding	3
ENSGALG00000028056	ENSGALG00000028056.3			protein_coding	3
ENSGALG00000020005	ENSGALG00000020005.6	SFT2D1		protein_coding	3
ENSGALG00000051188	ENSGALG00000051188.1			protein_coding	KZ626819.1
ENSGALG00000006186	ENSGALG00000006186.7	RAD21L1		protein_coding	20
ENSGALG00000030705	ENSGALG00000030705.3	TRABD		protein_coding	1
ENSGALG00000025562	ENSGALG00000025562.2	gga-mir-1767		miRNA	3
ENSGALG00000034413	ENSGALG00000034413.2	PIAS4		protein_coding	28
ENSGALG00000044630	ENSGALG00000044630.2			protein_coding	KZ626819.1
ENSGALG00000048556	ENSGALG00000048556.1			protein_coding	3
ENSGALG00000004519	ENSGALG00000004519.7	TRPV2		protein_coding	19
ENSGALG00000031274	ENSGALG00000031274.2	SLC4A8		protein_coding	33
ENSGALG00000011833	ENSGALG00000011833.7	SPATA5		protein_coding	4
ENSGALG00000008084	ENSGALG00000008084.7	NDUFS3		protein_coding	5
ENSGALG00000007645	ENSGALG00000007645.5			protein_coding	6
ENSGALG00000049455	ENSGALG00000049455.1			protein_coding	11
ENSGALG00000025434	ENSGALG00000025434.2	gga-mir-1790		miRNA	4
ENSGALG00000021183	ENSGALG00000021183.6	CFAP161		protein_coding	10
ENSGALG00000035063	ENSGALG00000035063.3			protein_coding	3
ENSGALG00000039595	ENSGALG00000039595.2	BTBD11		protein_coding	1
ENSGALG00000009234	ENSGALG00000009234.7	AMDHD2		protein_coding	14
ENSGALG00000007590	ENSGALG00000007590.5	MTMR8		protein_coding	4
ENSGALG00000000259	ENSGALG00000000259.4	PSMF1		protein_coding	20
ENSGALG00000042837	ENSGALG00000042837.3			protein_coding	33
ENSGALG00000048234	ENSGALG00000048234.1	gga-mir-12261		miRNA	3
ENSGALG00000033428	ENSGALG00000033428.2	CA13		protein_coding	2
ENSGALG00000007181	ENSGALG00000007181.4	PGS1		protein_coding	18
ENSGALG00000006609	ENSGALG00000006609.6	EPHB1		protein_coding	9
ENSGALG00000047773	ENSGALG00000047773.1			protein_coding	4
ENSGALG00000008091	ENSGALG00000008091.8	PTPMT1		protein_coding	5
ENSGALG00000008567	ENSGALG00000008567.7			protein_coding	3
ENSGALG00000006399	ENSGALG00000006399.3	TLNRD1		protein_coding	10
ENSGALG00000015616	ENSGALG00000015616.6	ACOT12		protein_coding	Z
ENSGALG00000009752	ENSGALG00000009752.5	C1GALT1		protein_coding	2
ENSGALG00000020741	ENSGALG00000020741.5	HPS6		protein_coding	6
ENSGALG00000016740	ENSGALG00000016740.7	OCA2		protein_coding	1
ENSGALG00000004630	ENSGALG00000004630.6			protein_coding	11
ENSGALG00000052156	ENSGALG00000052156.1			protein_coding	4
ENSGALG00000035230	ENSGALG00000035230.2	CSMD1		protein_coding	3
ENSGALG00000006600	ENSGALG00000006600.5	A4GNT		protein_coding	9
ENSGALG00000033884	ENSGALG00000033884.3	EEF2		protein_coding	28
ENSGALG00000011537	ENSGALG00000011537.6	PDE10A		protein_coding	3
ENSGALG00000015603	ENSGALG00000015603.6	ZCCHC9		protein_coding	Z
ENSGALG00000006597	ENSGALG00000006597.6	DZIP1L		protein_coding	9
ENSGALG00000041205	ENSGALG00000041205.2			protein_coding	4
ENSGALG00000041878	ENSGALG00000041878.2	AQP5		protein_coding	33
ENSGALG00000007658	ENSGALG00000007658.6	ARMH3		protein_coding	6
ENSGALG00000004648	ENSGALG00000004648.6	PDCD5		protein_coding	11
ENSGALG00000006593	ENSGALG00000006593.5	CLDN18		protein_coding	9
ENSGALG00000011834	ENSGALG00000011834.7	NUDT6		protein_coding	4
ENSGALG00000009229	ENSGALG00000009229.6	ATP6V0C		protein_coding	14
ENSGALG00000054070	ENSGALG00000054070.1			protein_coding	KZ626819.1
ENSGALG00000017162	ENSGALG00000017162.6			pseudogene	1
ENSGALG00000051009	ENSGALG00000051009.1			protein_coding	3
ENSGALG00000039121	ENSGALG00000039121.3	PPM1F		protein_coding	15
ENSGALG00000011450	ENSGALG00000011450.7			protein_coding	13
ENSGALG00000040069	ENSGALG00000040069.2	BARHL2		protein_coding	8
